scientificName,year,n,cumulative
"Perdita imberbis Timberlake, 1968",1967,1,9848
"Perdita subglabra Timberlake, 1971",1967,1,9849
"Andrena tunetana Schmiedeknecht, 1900",1967,1,9850
"Andrena ferrugineicrus Dours, 1872",1967,1,9851
"Ptiloglossa decipiens Moure, 1989",1967,1,9852
"Chilicola vicugna Toro and Moldenke, 1979",1967,1,9853
"Colletes macconnelli Metz, 1910",1967,1,9854
"Afranthidium pusillum (Morawitz, 1894)",1967,1,9855
"Colletes glaber Warncke, 1978",1967,1,9856
"Chilicola gibbosa Michener, 2002",1967,1,9857
"Chrisanthidium nigritum Urban, 1997",1967,1,9858
"Anthidium christianseni Mavromoustakis, 1957",1967,1,9859
"Afranthidium melanopoda (Pasteels, 1984)",1967,1,9860
"Anthidiellum otavicum (Cockerell, 1936)",1967,1,9861
"Megachile tepaneca Cresson, 1878",1967,1,9862
"Megachile baetica (Gerstäcker, 1869)",1967,1,9863
"Perdita medialis Timberlake, 1977",1967,1,9864
"Perdita parryellae Timberlake, 1971",1967,1,9865
"Perdita planifrons Timberlake, 1968",1967,1,9866
"Xylocopa parviceps Morawitz, 1894",1967,1,9867
"Anthophorula truncata González-Vaquero and Roig-Alsina, 2005",1967,1,9868
"Nanorhathymus acutiventris (Friese, 1906)",1967,1,9869
"Centris ruthannae Snelling, 1966",1967,1,9870
"Triepeolus partitus Rightmyer, 2008",1967,1,9871
"Ctenoplectra antinorii Gribodo, 1884",1967,1,9872
"Braunsapis gorillarum (Cockerell, 1936)",1967,1,9873
"Braunsapis calidula (Cockerell, 1908)",1967,1,9874
"Tetraloniella elsei Eardley, 1989",1967,1,9875
"Braunsapis albitarsis (Friese, 1924)",1967,1,9876
"Ceratina penicilligera Strand, 1912",1967,1,9877
"Anthophora albicilla Pérez, 1895",1967,1,9878
"Thyreus splendidulus (Lepeletier, 1841)",1967,1,9879
"Euglossa cupella Hinojosa-Díaz and Engel, 2014",1967,1,9880
"Macrogalea mombasae Cockerell, 1930",1967,1,9881
"Allodape dapa Strand, 1912",1967,1,9882
"Anthophora kaszabi Banaszak, 1984",1967,1,9883
"Anthophora onosmarum Morawitz, 1876",1967,1,9884
"Epeolus kristenseni Friese, 1915",1967,1,9885
"Braunsapis pallida Michener, 1975",1967,1,9886
"Anthophora micheneri Brooks, 1988",1967,1,9887
"Ceratina malindiae (Daly, 1988)",1967,1,9888
"Nomada imperialis Schmiedeknecht, 1882",1967,1,9889
"Xylocopa tesselata Maa, 1970",1967,1,9890
"Amegilla griseotecta (Cockerell, 1947)",1967,1,9891
"Euglossa cetera Hinojosa-Díaz and Engel, 2014",1967,1,9892
"Amegilla nonconforma Brooks, 1988",1967,1,9893
"Braunsapis strandi (Masi, 1930)",1967,1,9894
"Allodape greatheadi Michener, 1970",1967,1,9895
"Ctenoplectra polita (Strand, 1912)",1967,1,9896
"Eufriesea venezolana (Schrottky, 1913)",1967,1,9897
"Nomioides micheneri Pesenko and Pauly, 2005",1967,1,9898
"Lasioglossum talyschense (Blüthgen, 1925)",1967,1,9899
"Patellapis retigera (Cockerell, 1940)",1967,1,9900
"Lipotriches tanganyicensis (Strand, 1913)",1967,1,9901
"Pseudapis kingi (Cockerell, 1931)",1967,1,9902
"Sphecodes tainoi Engel, 2006",1967,1,9903
"Sphecodes majalis Pérez, 1903",1967,1,9904
"Trinomia triodonta (Kohl, 1906)",1967,1,9905
"Thrincohalictus prognathus (Pérez, 1911)",1967,1,9906
"Rediviva brunnea Whitehead and Steiner, 2008",1967,1,9907
"Pseudapis usambarae Pauly, 1990",1967,1,9908
"Lipotriches collaris (Vachal, 1903)",1967,1,9909
"Trichommation osculans Engel, 2019",1967,1,9910
"Patellapis pastinella (Cockerell, 1939)",1967,1,9911
"Lipotriches spinulifera (Cockerell, 1933)",1967,1,9912
"Nomia elephas Strand, 1911",1967,1,9913
"Lasioglossum mose Ebmer, 1974",1967,1,9914
"Melitta katherinae Eardley, 2006",1967,1,9915
"Pseudophilanthus tsavoensis (Strand, 1921)",1967,1,9916
"Andrena leucocyanea Pérez, 1895",1967,1,9917
"Andrena pectilis LaBerge, 1986",1967,1,9918
"Megachile formosa (Pasteels, 1970)",1967,1,9919
"Hylaeus przewalskyi Morawitz, 1887",1967,1,9920
"Osmia maracandica Morawitz, 1893",1967,1,9921
"Trachusa pubescens (Morawitz, 1872)",1967,1,9922
"Hylaeus dregei (Strand, 1912)",1967,1,9923
"Colletes rothschildi Vachal, 1909",1967,1,9924
"Colletes iranicus Noskiewicz, 1962",1967,1,9925
"Hylaeus psaenythioides Snelling, 1985",1967,1,9926
"Megachile khamana Cockerell, 1938",1967,1,9927
"Megachile perfimbriata Cockerell, 1931",1967,1,9928
"Pseudoanthidium wahrmanicum (Mavromoustakis, 1953)",1967,1,9929
"Trachusa eburneomaculata Pasteels, 1984",1967,1,9930
"Dioxys montanus Heinrich, 1977",1967,1,9931
"Megachile erythrura (Pasteels, 1970)",1967,1,9932
"Perdita washingtoniae Timberlake, 1971",1967,1,9933
"Megachile riggenbachiana Strand, 1911",1967,1,9934
"Corynura callicladura (Cockerell, 1918)",1967,1,9935
"Leioproctus hudsoni (Cockerell, 1925)",1967,1,9936
"Megachile santacrucensis Durante, Abrahamovich and Lucia, 2006",1967,1,9937
"Bicolletes flavitarsus (Toro, 1973)",1967,1,9938
"Alokocolletes sequax (Maynard, 2013)",1968,1,9939
"Colletellus laciniosus (Leijs, 2018)",1968,1,9940
"Euglossa obtusa Dressler, 1978",1968,1,9941
"Brachyhesma apicalis Exley, 1969",1968,1,9942
"Brachyhesma aurata Exley, 1977",1968,1,9943
"Brachyhesma ventralis Exley, 1977",1968,1,9944
"Euryglossa acantha (Exley, 2004)",1968,1,9945
"Euryglossa loorea (Exley, 2004)",1968,1,9946
"Euryglossina haemodonta Exley, 1969",1968,1,9947
"Brevineura froggattii (Friese, 1899)",1968,1,9948
"Hyleoides striatula Cockerell, 1921",1968,1,9949
"Megachile macleayi Cockerell, 1907",1968,1,9950
"Nomia swainsoniae Cockerell, 1921",1968,1,9951
"Pachyprosopis holoxanthopus Cockerell, 1914",1968,1,9952
"Xanthesma argosomata Exley, 1969",1968,1,9953
"Nomada trapeziformis Schmiedeknecht, 1882",1968,1,9954
"Euglossa clausi Nemésio and Engel, 2012",1968,1,9955
"Nomada illustris Schmiedeknecht, 1882",1968,1,9956
"Euglossa pleosticta Dressler, 1982",1968,1,9957
"Exomalopsis aequalis Timberlake, 1980",1968,1,9958
"Plebeia meridionalis (Ducke, 1916)",1968,1,9959
"Exomalopsis badioventris Timberlake, 1980",1968,1,9960
"Exomalopsis vincentana Cockerell, 1917",1968,1,9961
"Lasioglossum lazulis (Ellis, 1913)",1968,1,9962
"Lasioglossum plumbeum (Ashmead, 1900)",1968,1,9963
"Protandrena tuberata (Timberlake, 1973)",1968,1,9964
"Perdita dimidiata Timberlake, 1962",1968,1,9965
"Perdita lucidella Timberlake, 1964",1968,1,9966
"Andrena villipes Pérez, 1895",1968,1,9967
"Andrena chalcogastra Brullé, 1840",1968,1,9968
"Andrena mexicana LaBerge, 1967",1968,1,9969
"Andrena abrupta Warncke, 1967",1968,1,9970
"Andrena bellidis Pérez, 1895",1968,1,9971
"Andrena aerinifrons Dours, 1873",1968,1,9972
"Chilicola colliguay Toro and Moldenke, 1979",1968,1,9973
"Megachile parornata Chatthanabun, Warrit and Ascher, 2020",1968,1,9974
"Lonchopria robertsi Michener, 1989",1968,1,9975
"Chilicola cuzcoensis Michener, 2002",1968,1,9976
"Megachile grandibarbis Pérez, 1899",1968,1,9977
"Coelioxys squamosissimus Pasteels, 1968",1968,1,9978
"Ashmeadiella chumashae Griswold, 1985",1968,1,9979
"Megachile afra Pasteels, 1965",1968,1,9980
"Osmia pinorum Cockerell, 1935",1968,1,9981
"Anthidium auritum Klug, 1832",1968,1,9982
"Eoanthidium nasicum (Friese, 1917)",1968,1,9983
"Alloxaea brevipalpis (Ascher, Engel and Griswold, 2006)",1968,1,9984
"Perdita irregularis Timberlake, 1971",1968,1,9985
"Perdita suavis Timberlake, 1980",1968,1,9986
"Centris ferrisi Cockerell, 1924",1968,1,9987
"Amegilla scoparia Leijs, 2020",1968,1,9988
"Euglossa oleolucens Dressler, 1978",1968,1,9989
"Euglossa stellfeldi Moure, 1947",1968,1,9990
"Euglossa ioprosopa Dressler, 1982",1968,1,9991
"Eufriesea dressleri (Kimsey, 1977)",1968,1,9992
"Eulaema terminata (Smith, 1874)",1968,1,9993
"Eufriesea lucifera Kimsey, 1977",1968,1,9994
"Eufriesea distinguenda (Gribodo, 1882)",1968,1,9995
"Eufriesea anisochlora (Kimsey, 1977)",1968,1,9996
"Eucera elongatula Vachal, 1907",1968,1,9997
"Macrogalea ellioti (Saussure, 1890)",1968,1,9998
"Braunsapis aureoscopa Michener, 1975",1968,1,9999
"Peponapis atrata (Smith, 1879)",1968,1,10000
"Xylocopa insularis Smith, 1857",1968,1,10001
"Lasioglossum nitididorsatum (Benoist, 1950)",1968,1,10002
"Patellapis kabetensis (Cockerell, 1937)",1968,1,10003
"Rhectomia liebherri Engel, 1995",1968,1,10004
"Dasypoda japonica Cockerell, 1911",1968,1,10005
"Andrena pagophila Warncke, 1975",1968,1,10006
"Andrena lamiana Warncke, 1965",1968,1,10007
"Andrena athenensis Warncke, 1965",1968,1,10008
"Megachile cestifera Benoist, 1955",1968,1,10009
"Leioproctus keehua Donovan, 2007",1968,1,10010
"Megachile pyrrhotricha Cockerell, 1913",1968,1,10011
"Stelis vallenata Gonzalez, Ascher and Engel, 2012",1968,1,10012
"Megachile sumatrana Friese, 1918",1968,1,10013
"Perdita sidae Cockerell, 1897",1968,1,10014
"Ceratina senegalensis Strand, 1912",1968,1,10015
"Centris moldenkei Toro and Chiappa, 1989",1968,1,10016
"Leptometriella monteana Roig-Alsina, 2008",1968,1,10017
"Chiasmognathus orientanus (Warncke, 1983)",1968,1,10018
"Leptometriella hirsutula Roig-Alsina, 2008",1968,1,10019
"Osiris fasciatus (Radoszkowski, 1884)",1968,1,10020
"Nomada nitida Schwarz, 1977",1968,1,10021
"Nomada fallax Pérez, 1913",1968,1,10022
"Nomada serricornis Pérez, 1884",1968,1,10023
"Patellapis tenuimarginata (Friese, 1925)",1968,1,10024
"Pseudagapostemon fluminensis (Schrottky, 1911)",1968,1,10025
"Corynura chloromelas (Alfken, 1913)",1968,1,10026
"Liopoeum argentinum (Jörgensen, 1912)",1968,1,10027
"Panurgus intermedius Rozen, 1971",1968,1,10028
"Panurgus maroccanus Pérez, 1895",1968,1,10029
"Acamptopoeum colombiense Shinn, 1965",1968,1,10030
"Andrena kamarti Schmiedeknecht, 1900",1968,1,10031
"Andrena minapalumboi Gribodo, 1894",1968,1,10032
"Andrena tiaretta Warncke, 1974",1968,1,10033
"Andrena alluaudi Benoist, 1961",1968,1,10034
"Andrena petrosa Warncke, 1974",1968,1,10035
"Andrena panurgina De Stefani, 1889",1968,1,10036
"Rhodanthidium ordonezi (Dusmet y Alonso, 1915)",1968,1,10037
"Hypanthidioides colombiae (Schwarz, 1933)",1968,1,10038
"Coelioxys genisei Toro and Fritz, 1991",1968,1,10039
"Hypanthidium magdalenae Urban, 1998",1968,1,10040
"Megachile catamarcensis Schrottky, 1908",1968,1,10041
"Afranthidium karrooense (Brauns, 1905)",1968,1,10042
"Megachile lorenziensis Mitchell, 1930",1968,1,10043
"Lasioglossum simile Walker, 2022",1968,1,10044
"Euryglossa evansi (Exley, 2002)",1969,1,10045
"Lasioglossum exleyae (Walker, 1986)",1969,1,10046
"Trichocolletes lacaris Batley and Houston, 2012",1969,1,10047
"Chrysocolletes strangomeles Maynard, 1996",1969,1,10048
"Euryglossa collaris (Exley, 2004)",1969,1,10049
"Exoneurella eremophila (Houston, 1976)",1969,1,10050
"Hylaeus callosus (Cockerell, 1910)",1969,1,10051
"Lasioglossum clypeatum Walker, 1995",1969,1,10052
"Lasioglossum falcatum Walker, 1995",1969,1,10053
"Megachile chrysopygopsis Cockerell, 1929",1969,1,10054
"Xylocopa nigroclypeata Rayment, 1935",1969,1,10055
"Anthophora caudata Orr, 2018",1969,1,10056
"Ceratina cobaltina Cresson, 1878",1969,1,10057
"Oreopasites barbarae Rozen, 1992",1969,1,10058
"Anthophora hispaniola Brooks, 1999",1969,1,10059
"Lasioglossum peraltum (Cockerell, 1901)",1969,1,10060
"Mexalictus verdazulus Dumesh, 2013",1969,1,10061
"Cellariella kalaharica (Cockerell, 1936)",1969,1,10062
"Lasioglossum dasiphorae (Cockerell, 1901)",1969,1,10063
"Caenaugochlora cupriventris (Vachal, 1904)",1969,1,10064
"Perdita affecta Timberlake, 1971",1969,1,10065
"Perdita abbreviata Timberlake, 1980",1969,1,10066
"Spinoliella rozeni Toro and Ruz, 1972",1969,1,10067
"Callonychium atacamense Toro and Herrera, 1980",1969,1,10068
"Megandrena mentzeliae Zavortink, 1972",1969,1,10069
"Perdita torchioi Timberlake, 1980",1969,1,10070
"Perdita cracens Timberlake, 1980",1969,1,10071
"Perdita perplexa Timberlake, 1962",1969,1,10072
"Megachile ecplectica (Snelling, 1990)",1969,1,10073
"Euryglossa undulata Cockerell, 1914",1969,1,10074
"Protandrena friesei (Timberlake, 1973)",1969,1,10075
"Xeromelissa luisa (Toro and Moldenke, 1979)",1969,1,10076
"Hylaeus semirufus (Cockerell, 1914)",1969,1,10077
"Anthodioctes sioneii Urban, 1999",1969,1,10078
"Rhodanthidium superbum (Radoszkowski, 1876)",1969,1,10079
"Pseudoanthidium guillarmodi (Mavromoustakis, 1951)",1969,1,10080
"Pseudoanthidium haplogastrum (Mavromoustakis, 1951)",1969,1,10081
"Coelioxys neli Cockerell, 1933",1969,1,10082
"Pachyanthidium semiluteum Pasteels, 1981",1969,1,10083
"Neofidelia longirostris Rozen, 1970",1969,1,10084
"Perdita willcoxiana Timberlake, 1977",1969,1,10085
"Melipona asilvai Moure, 1971",1969,1,10086
"Centris xanthomelaena Moure and Castro, 2001",1969,1,10087
"Melipona ogilviei Schwarz, 1932",1969,1,10088
"Penapis moldenkei Bohart, Toro and Rozen, 1997",1969,1,10089
"Euryglossa pavonura Cockerell, 1910",1969,1,10090
"Eufriesea smaragdina (Perty, 1833)",1969,1,10091
"Protosiris mcginleyi (Shanks, 1986)",1969,1,10092
"Nomada yagensis Tsuneki, 1973",1969,1,10093
"Allodape armatipes Friese, 1924",1969,1,10094
"Euglossa fuscifrons Dressler, 1982",1969,1,10095
"Anthophora cunicularia Friese, 1914",1969,1,10096
"Thrinchostoma emini Blüthgen, 1930",1969,1,10097
"Sphecodes murotai Tsuneki, 1983",1969,1,10098
"Spinoliella psamita Toro and Ruz, 1972",1969,1,10099
"Liphanthus leucostomus Ruz and Toro, 1983",1969,1,10100
"Perdita recticincta Timberlake, 1980",1969,1,10101
"Perdita hirtuosa Timberlake, 1980",1969,1,10102
"Brachyglossula martinezi Trucco Alemán, 1999",1969,1,10103
"Chilicola travesia Toro and Moldenke, 1979",1969,1,10104
"Othinosmia stupenda Griswold, 1994",1969,1,10105
"Rhogepeolus plumbeus (Ducke, 1910)",1969,1,10106
"Centris pulchra Moure, F. F. Oliveira and Viana, 2003",1969,1,10107
"Melissoptila chilena Urban, 1998",1969,1,10108
"Gaesischia pygmaea Urban, 1968",1969,1,10109
"Coelioxys unidentatus Friese, 1922",1969,1,10110
"Megachile virescens Cockerell, 1912",1969,1,10111
"Kylopasiphae pruinosa (Michener, 1989)",1969,1,10112
"Bombus bahiensis Santos Júnior, Santos and Silveira, 2015",1969,1,10113
"Heriades sakishimana Yasumatsu and Hirashima, 1965",1969,1,10114
"Euryglossa banksia (Exley, 2001)",1970,1,10115
"Euryglossa inconspicua Cockerell, 1913",1970,1,10116
"Lasioglossum houstoni (Walker, 1986)",1970,1,10117
"Brachyhesma minya Exley, 1975",1970,1,10118
"Brachyhesma nabarleki Exley, 1977",1970,1,10119
"Euryglossa matthewsi Exley, 1974",1970,1,10120
"Ctenocolletes fulvescens Houston, 1983",1970,1,10121
"Euryglossina darwiniensis (Exley, 1974)",1970,1,10122
"Euryglossina incompleta (Exley, 1974)",1970,1,10123
"Euryglossina weiri (Exley, 1974)",1970,1,10124
"Hyphesma cardaleae Exley, 1975",1970,1,10125
"Lasioglossum caesium Walker, 1995",1970,1,10126
"Lasioglossum grumiculum Walker, 1995",1970,1,10127
"Thyreus macleayi (Cockerell, 1907)",1970,1,10128
"Xanthesma lucida (Exley, 1974)",1970,1,10129
"Xanthesma nukarnensis (Exley, 1974)",1970,1,10130
"Trigonisca maya Ayala, 1999",1970,1,10131
"Anthophorula exilis (Timberlake, 1980)",1970,1,10132
"Euglossa inflata Roubik, 2004",1970,1,10133
"Neolarra rozeni Shanks, 1978",1970,1,10134
"Euglossa retroviridis Dressler, 1982",1970,1,10135
"Osiris atriventris Friese, 1930",1970,1,10136
"Anthophorula nevadensis (Timberlake, 1980)",1970,1,10137
"Dufourea moldenkei Bohart, 1980",1970,1,10138
"Lasioglossum cercothrix McGinley, 1986",1970,1,10139
"Sphecodes zangherii Noskiewicz, 1931",1970,1,10140
"Protandrena polita Timberlake, 1976",1970,1,10141
"Protandrena protuberata Timberlake, 1976",1970,1,10142
"Andrena levante Wood and Praz, 2021",1970,1,10143
"Andrena linsleyana Thorp, 1987",1970,1,10144
"Perdita submaerens Timberlake, 1980",1970,1,10145
"Perdita subrufiventris Timberlake, 1980",1970,1,10146
"Perdita pernitens Timberlake, 1980",1970,1,10147
"Perdita nevadiana Timberlake, 1980",1970,1,10148
"Samba gessorum Eardley, 2010",1970,1,10149
"Andrena concinna Smith, 1853",1970,1,10150
"Colletes platycnema Snelling, 1975",1970,1,10151
"Hyphesma federalis Exley, 1975",1970,1,10152
"Colletes maroccanus Warncke, 1978",1970,1,10153
"Osmia avosetta Warncke, 1988",1970,1,10154
"Atoposmia timberlakei (Cockerell, 1935)",1970,1,10155
"Trachusa laeviventris (Dours, 1873)",1970,1,10156
"Protandrena leucopterus (Cockerell, 1923)",1970,1,10157
"Perdita albescens Timberlake, 1980",1970,1,10158
"Tetragona nordestina (Camargo, 1996)",1970,1,10159
"Euryglossina douglasi Exley, 1968",1970,1,10160
"Coelioxys eduardi Moure, 1951",1970,1,10161
"Lasioglossum multicavum (Walker, 1986)",1970,1,10162
"Euryglossa millstreamensis Exley, 1976",1970,1,10163
"Nomada picticauda Cockerell, 1929",1970,1,10164
"Nomada sandacana Cockerell, 1920",1970,1,10165
"Ceratina madecassa Friese, 1900",1970,1,10166
"Nomada polyodonta Cockerell, 1920",1970,1,10167
"Ceratina unimaculata Smith, 1879",1970,1,10168
"Ceratina citriphila Cockerell, 1935",1970,1,10169
"Anthophora orotavae (Saunders, 1904)",1970,1,10170
"Andinopanurgus wayruronga (Gonzalez and Ruz, 2007)",1970,1,10171
"Andrena numida Lepeletier, 1841",1970,1,10172
"Pseudoanthidium mlanjense (Mavromoustakis, 1936)",1970,1,10173
"Osmia livida Tkalců, 1978",1970,1,10174
"Hoplitis erzurumensis Tkalců, 2000",1970,1,10175
"Hylaeus hyperpunctatus (Strand, 1909)",1970,1,10176
"Megachile gastracantha Cockerell, 1931",1970,1,10177
"Megachile silverlocki Meade-Waldo, 1913",1970,1,10178
"Megachile platystoma Pasteels, 1965",1970,1,10179
"Megachile nigrimanus Schulten, 1977",1970,1,10180
"Megachile nigra Schulten, 1977",1970,1,10181
"Pseudoanthidium brachiatum Michener and Griswold, 1994",1970,1,10182
"Anthidiellum rufomaculatum (Cameron, 1902)",1970,1,10183
"Afranthidium rubellulum (Cockerell, 1932)",1970,1,10184
"Megachile toluca Cresson, 1878",1970,1,10185
"Megachile gibbsi (Gonzalez and Engel, 2012)",1970,1,10186
"Protosiris caligneus (Shanks, 1986)",1970,1,10187
"Caenonomada labrata Zanella, 2002",1970,1,10188
"Alloscirtetica spegazzinii (Brèthes, 1910)",1970,1,10189
"Doeringiella baeri (Vachal, 1904)",1970,1,10190
"Doeringiella potrerillensis (Jensen-Haarup, 1909)",1970,1,10191
"Doeringiella joergenseni (Friese, 1908)",1970,1,10192
"Orphana wagenknechti Rozen, 1971",1970,1,10193
"Anthrenoides gibberosus Urban, 2009",1970,1,10194
"Coelioxys rufopictus Smith, 1854",1970,1,10195
"Anthidianum andicola Urban, 2001",1970,1,10196
"Coelioxys bonaerensis Holmberg, 1887",1970,1,10197
"Epanthidium trilobatus Urban, 1995",1970,1,10198
"Melitoma bifax Vachal, 1909",1970,1,10199
"Eremocolletes eremites (Houston, 1990)",1971,1,10200
"Eremocolletes kumarina (Houston, 1990)",1971,1,10201
"Odontocolletes asper (Maynard, 1997)",1971,1,10202
"Odontocolletes erythropyga (Maynard, 1997)",1971,1,10203
"Euryglossa macrayae Exley, 1998",1971,1,10204
"Euryglossa meeka Exley, 1998",1971,1,10205
"Euryglossa nalbarra Exley, 1998",1971,1,10206
"Euryglossa newmanensis Exley, 1998",1971,1,10207
"Euryglossa sybilae (Exley, 2001)",1971,1,10208
"Euryglossa symmetra Exley, 1998",1971,1,10209
"Euryglossa wiluna Exley, 1998",1971,1,10210
"Lasioglossum exophthalmus (Walker, 1986)",1971,1,10211
"Lasioglossum maitlandi (Cockerell, 1910)",1971,1,10212
"Euryglossa stria (Exley, 2008)",1971,1,10213
"Bombus kluanensis Williams and Cannings, 2016",1971,1,10214
"Amegilla crenata Leijs, 2020",1971,1,10215
"Brachyhesma morvenensis Exley, 1974",1971,1,10216
"Euryglossa pedalis Exley, 1974",1971,1,10217
"Euryglossa queenslandensis Exley, 1974",1971,1,10218
"Ctenocolletes albomarginatus Michener, 1965",1971,1,10219
"Ctenocolletes rufescens Houston, 1983",1971,1,10220
"Dasyhesma forrestii Exley, 2004",1971,1,10221
"Euryglossa trichoda Exley, 1976",1971,1,10222
"Hylaeus mirandus (Rayment, 1930)",1971,1,10223
"Lasioglossum brochum Walker, 1995",1971,1,10224
"Thyreus rotundatus (Friese, 1905)",1971,1,10225
"Xylocopa waterhousei Leys, 2000",1971,1,10226
"Tetraloniella strigata (Lepeletier, 1841)",1971,1,10227
"Tetragona truncata Moure, 1971",1971,1,10228
"Ceratina micheneri Daly, 1973",1971,1,10229
"Euglossa hyacinthina Dressler, 1982",1971,1,10230
"Chilimalopsis parvula Toro, 1976",1971,1,10231
"Scaptotrigona limae (Brèthes, 1920)",1971,1,10232
"Ammobates solitarius Nurse, 1904",1971,1,10233
"Lasioglossum cupreicollis (Friese, 1917)",1971,1,10234
"Lasioglossum bavaricum (Blüthgen, 1930)",1971,1,10235
"Patellapis villosicauda (Cockerell, 1937)",1971,1,10236
"Lipotriches phenacura (Cockerell, 1911)",1971,1,10237
"Halictus humkalensis Blüthgen, 1936",1971,1,10238
"Liphanthus tofensis Ruz and Toro, 1983",1971,1,10239
"Protandrena scabra (Fox, 1894)",1971,1,10240
"Perdita pretiosa Timberlake, 1980",1971,1,10241
"Dasypoda crassicornis Friese, 1896",1971,1,10242
"Ashmeadiella bequaerti Cockerell, 1931",1971,1,10243
"Scrapter gessorum Kuhlmann, 2014",1971,1,10244
"Pseudoanthidium sakaniense (Cockerell, 1936)",1971,1,10245
"Coelioxys erysimi Cockerell, 1912",1971,1,10246
"Heriades currani Michener, 1943",1971,1,10247
"Psaenythia superba Friese, 1908",1971,1,10248
"Psaenythia rubripes Friese, 1908",1971,1,10249
"Reedapis semicyanea (Spinola, 1851)",1971,1,10250
"Doeringiella guttata Roig-Alsina, 1989",1971,1,10251
"Lasioglossum michiganense (Mitchell, 1960)",1971,1,10252
"Megachile mendocensis Durante, Abrahamovich and Lucia, 2006",1971,1,10253
