n,scientificName,source,database_id,species,family,subfamily,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,doiORurl,publicationYear,Notes,Auth,Title of paper,verbatimScientificName,.invalidName,taxonRank
2,"Hylaeus nimbatus Dathe, 1986",NA,BeeBDC_TempCode_232,Hylaeus nimbatus,Colletidae,Hylaeinae,Hylaeus,NA,nimbatus,NA,"Dathe, 1986",doi:10.11646/zootaxa.4105.4.1�,1986,NA,NJ,NA,"Hylaeus nimbatus Dathe, 1986",TRUE,NA
3,"Megachile fusca Friese, 1903",NA,BeeBDC_TempCode_233,Megachile fusca,Megachilidae,Megachilinae,Megachile,NA,fusca,NA,"Friese, 1903",https://archive.org/details/zeitschrift-systematische-hymenopterologie-dipterologie-3-349-361/mode/2up,1903,NA,NJ,NA,"Megachile fusca Friese, 1903",TRUE,NA
2,"Megachile fuliginosa Friese, 1925",NA,BeeBDC_TempCode_234,Megachile fuliginosa,Megachilidae,Megachilinae,Megachile,NA,fuliginosa,NA,"Friese, 1925",doi:10.11646/zootaxa.3159.1.1�,2012,revisionary work says types are lost but there was a male and female syntype,NJ,NA,"Megachile fuliginosa Friese, 1925",TRUE,NA
1,"Psaenythia cockerelli Holmberg, 1921",NA,BeeBDC_TempCode_235,Psaenythia cockerelli,Andrenidae,Panurginae,Psaenythia,NA,cockerelli,NA,"Holmberg, 1921",https://www.biodiversitylibrary.org/item/50891#page/374/mode/1up,1921,NA,NJ,NA,"Psaenythia cockerelli Holmberg, 1921",TRUE,NA
1,"Dasypoda gusenleitneri Michez, 2004",NA,BeeBDC_TempCode_236,Dasypoda gusenleitneri,Melittidae,Dasypodainae,Dasypoda,NA,gusenleitneri,NA,"Michez, 2004",https://www.zobodat.at/pdf/LBB_0036_2_0847-0900.pdf,2004,NA,NJ,NA,"Dasypoda gusenleitneri Michez, 2004",TRUE,NA
4,"Nomada nepalensis Schwarz, 1990",NA,BeeBDC_TempCode_237,Nomada nepalensis,Apidae,Nomadinae,Nomada,NA,nepalensis,NA,"Schwarz, 1990",https://www.zobodat.at/pdf/ENTS_S5_0001-0056.pdf,1990,NA,NJ,NA,"Nomada nepalensis Schwarz, 1990",TRUE,NA
11,"Melissoptila bahiana Urban, 1998",NA,BeeBDC_TempCode_239,Melissoptila bahiana,Apidae,Apinae,Melissoptila,NA,bahiana,NA,"Urban, 1998",https://www.researchgate.net/publication/262558957_New_species_of_Melissoptila_Holmberg_from_South_America_and_taxonomic_notes_Hymenoptera_Anthophoridae,1998,NA,NJ,NA,"Melissoptila bahiana Urban, 1998",TRUE,NA
1,"Xylocopa vogtiana Enderlein, 1913",NA,BeeBDC_TempCode_240,Xylocopa vogtiana,Apidae,Xylocopinae,Xylocopa,NA,vogtiana,NA,"Enderlein, 1913",https://www.biodiversitylibrary.org/item/164987#page/338/mode/1up,1913,NA,NJ,NA,"Xylocopa vogtiana Enderlein, 1913",TRUE,NA
1,"Colletes striginasis Vachal, 1909",NA,BeeBDC_TempCode_242,Colletes striginasis,Colletidae,Colletinae,Colletes,NA,striginasis,NA,"Vachal, 1909",https://doi.org/10.11646/zootaxa.3442.1.1,2012,NA,NJ,NA,"Colletes striginasis Vachal, 1909",TRUE,NA
5,"Lasioglossum feai (Vachal, 1895)",NA,BeeBDC_TempCode_244,Lasioglossum feai,Halictidae,Halictinae,Lasioglossum,NA,feai,NA,"(Vachal, 1895)",https://doi.org/10.11646/zootaxa.3442.1.1,2012,NA,NJ,NA,"Lasioglossum feai (Vachal, 1895)",TRUE,NA
1,"Hylaeus culiciformis (Schrottky, 1906)",NA,BeeBDC_TempCode_245,Hylaeus culiciformis,Colletidae,Hylaeinae,Hylaeus,NA,culiciformis,NA,"(Schrottky, 1906)",https://www.biodiversitylibrary.org/item/326035#page/500/mode/1up,1906,NA,NJ,NA,"Hylaeus culiciformis (Schrottky, 1906)",TRUE,NA
1,"Ceratina fimbriata Roig-Alsina, 2013",NA,BeeBDC_TempCode_246,Ceratina fimbriata,Apidae,Xylocopinae,Ceratina,NA,fimbriata,NA,"Roig-Alsina, 2013",https://doi.org/10.22179/REVMACN.15.174,2013,NA,DEG,NA,"Ceratina fimbriata Roig-Alsina, 2013",TRUE,NA
3,"Andrena freidbergi Pisanty and Scheuchl, 2018",NA,BeeBDC_TempCode_248,Andrena freidbergi,Andrenidae,Andreninae,Andrena,NA,freidbergi,NA,"Pisanty and Scheuchl, 2018",https://doi.org/10.11646/zootaxa.4374.2.1,2018,NA,DEG,NA,"Andrena freidbergi Pisanty and Scheuchl, 2018",TRUE,NA
2,"Stenoheriades bifida Griswold, 2018",NA,BeeBDC_TempCode_249,Stenoheriades bifida,Megachilidae,Megachilinae,Stenoheriades,NA,bifida,NA,"Griswold, 2018",https://doi.org/10.11646/zootaxa.4370.3.7,2018,NA,DEG,NA,"Stenoheriades bifida Griswold, 2018",TRUE,NA
3,"Nomada nigritula Schwarz and Smit, 2018",NA,BeeBDC_TempCode_250,Nomada nigritula,Apidae,Nomadinae,Nomada,NA,nigritula,NA,"Schwarz and Smit, 2018",https://www.zobodat.at/pdf/ENT_0039_0881-0908.pdf,2018,NA,DEG,NA,"Nomada nigritula Schwarz and Smit, 2018",TRUE,NA
1,"Stelis bengala Warncke, 1992",NA,BeeBDC_TempCode_251,Stelis bengala,Megachilidae,Megachilinae,Stelis,NA,bengala,NA,"Warncke, 1992",https://onlinelibrary.wiley.com/doi/epdf/10.1002/mmnd.4800460209,1999,NA,DEG,NA,"Stelis bengala Warncke, 1992",TRUE,NA
2,"Andrena jazleya Pohl and Larkin, 2006",NA,BeeBDC_TempCode_252,Andrena jazleya,Andrenidae,Andreninae,Andrena,NA,jazleya,NA,"Pohl and Larkin, 2006",https://doi.org/10.2317/0511.08.1,2006,NA,DEG,NA,"Andrena jazleya Pohl and Larkin, 2006",TRUE,NA
9,"Eoanthidium flavifrontale Kasparek, 2021",NA,BeeBDC_TempCode_254,Eoanthidium flavifrontale,Megachilidae,Megachilinae,Eoanthidium,NA,flavifrontale,NA,"Kasparek, 2021",https://www.tandfonline.com/doi/epdf/10.1080/00222933.2021.1977406?needAccess=true,2022,NA,DEG,NA,"Eoanthidium flavifrontale Kasparek, 2021",TRUE,NA
3,"Colletes stachi Noskiewicz, 1958",NA,BeeBDC_TempCode_255,Colletes stachi,Colletidae,Colletinae,Colletes,NA,stachi,NA,"Noskiewicz, 1958",https://www.researchgate.net/profile/Michael-Kuhlmann/publication/282899936_New_and_remarkable_Asian_and_North_African_species_of_Colletes_Latreille_Hymenoptera_Colletidae/links/57876b8608ae78057de18f40/New-and-remarkable-Asian-and-North-African-species-of-Colletes-Latreille-Hymenoptera-Colletidae.pdf,1958,NA,DEG,NA,"Colletes stachi Noskiewicz, 1958",TRUE,NA
2,"Colletes inspersus Niu, Zhu and Kuhlmann, 2013",NA,BeeBDC_TempCode_256,Colletes inspersus,Colletidae,Colletinae,Colletes,NA,inspersus,NA,"Niu, Zhu and Kuhlmann, 2013",https://www.researchgate.net/publication/259081677_Bees_of_the_Colletes_clypearis-group_Hymenoptera_Apoidea_Colletidae_from_China_with_descriptions_of_seven_new_species,2013,NA,DEG,NA,"Colletes inspersus Niu, Zhu and Kuhlmann, 2013",TRUE,NA
6,"Palaeorhiza trigona Hirashima and Lieftinck, 1983",NA,BeeBDC_TempCode_257,Palaeorhiza trigona,Colletidae,Hylaeinae,Palaeorhiza,NA,trigona,NA,"Hirashima and Lieftinck, 1983",https://catalog.lib.kyushu-u.ac.jp/opac_download_md/2439/93.pdf,1983,NA,DEG,NA,"Palaeorhiza trigona Hirashima and Lieftinck, 1983",TRUE,NA
7,"Coelioxys iranicus Warncke, 1992",NA,BeeBDC_TempCode_258,Coelioxys iranicus,Megachilidae,Megachilinae,Coelioxys,NA,iranicus,NA,"Warncke, 1992",https://d1wqtxts1xzle7.cloudfront.net/51810854/The_nominal_taxa_described_by_K._Warncke20170215-24913-rkbvnz-libre.pdf?1487190718=&response-content-disposition=inline%3B+filename%3DThe_nominal_taxa_described_by_K_Warncke.pdf&Expires=1717485291&Signature=EpVbgMclYYjZ8V4WjfjHto22ltKI4wnT6gublS3nsztSen1g-nlyUdhyWcjFqlVlE1t7anzfaJ1wQGQTjBGiase~1ET2YPzzFU1NwbrFEVP4yidPzDDuZkob2E1HDIU8sULyqWx7r6w4At441oAnBm20YlJSO4tP5WwYcp8h4VFqXB77UlSFY0R7P-3CPHGZcGtBX8ZsoyXaUoEdZlSScyNzSLSpoRNG0KH8vrtZbgBbdjDWDUfvvWhRuX1O-OFnHyX7lhMKkp~T0b2Z45khgID8~Kv8WppEilIZO9gN-xPYUf8l1dloVgF2KBxD2vulD0VtB5cpEeWHLpAW9Pq9XQ__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,1992,NA,DEG,NA,"Coelioxys iranicus Warncke, 1992",TRUE,NA
10,"Goniocolletes dasypus Maynard, 2013",NA,BeeBDC_TempCode_259,Goniocolletes dasypus,Colletidae,Neopasiphaeinae,Goniocolletes,NA,dasypus,NA,"Maynard, 2013",https://www.biotaxa.org/Zootaxa/article/view/zootaxa.3715.1.1,2013,NA,DEG,NA,"Goniocolletes dasypus Maynard, 2013",TRUE,NA
2,"Andrena nitidicollis Morawitz, 1876",NA,BeeBDC_TempCode_260,Andrena nitidicollis,Andrenidae,Andreninae,Andrena,NA,nitidicollis,NA,"Morawitz, 1876",doi: 10.3897/zookeys.1120.90206,2022,NA,DEG,NA,"Andrena nitidicollis Morawitz, 1876",TRUE,NA
1,"Anthophora selecta Priesner, 1957",NA,BeeBDC_TempCode_262,Anthophora selecta,Apidae,Apinae,Anthophora,NA,selecta,NA,"Priesner, 1957",http://www.atlashymenoptera.net/biblio/01500/Priesner_1957_Anthophora_species_of_Egypt_COMPACT.pdf,1957,NA,DEG,NA,"Anthophora selecta Priesner, 1957",TRUE,NA
4,"Goniocolletes ciliatus Maynard, 2013",NA,BeeBDC_TempCode_263,Goniocolletes ciliatus,Colletidae,Neopasiphaeinae,Goniocolletes,NA,ciliatus,NA,"Maynard, 2013",https://www.biotaxa.org/Zootaxa/article/view/zootaxa.3715.1.1,2013,NA,DEG,NA,"Goniocolletes ciliatus Maynard, 2013",TRUE,NA
2,"Andrena kathmanduensis Tadauchi and Matsumura, 2007",NA,BeeBDC_TempCode_264,Andrena kathmanduensis,Andrenidae,Andreninae,Andrena,NA,kathmanduensis,NA,"Tadauchi and Matsumura, 2007",https://doi.org/10.1016/j.japb.2022.01.007,2022,NA,DEG,NA,"Andrena kathmanduensis Tadauchi and Matsumura, 2007",TRUE,NA
1,"Microsphecodes stenochorus Engel, 2013",NA,BeeBDC_TempCode_265,Microsphecodes stenochorus,Halictidae,Halictinae,Microsphecodes,NA,stenochorus,NA,"Engel, 2013",https://kuscholarworks.ku.edu/bitstream/handle/1808/14431/Engel_MicrosphecodesPeru.pdf?sequence=1&isAllowed=y,2013,NA,DEG,NA,"Microsphecodes stenochorus Engel, 2013",TRUE,NA
1,"Andrena tsingtauica Strand, 1915",NA,BeeBDC_TempCode_266,Andrena tsingtauica,Andrenidae,Andreninae,Andrena,NA,tsingtauica,NA,"Strand, 1915",https://doi.org/10.5109/2626,1998,NA,DEG,NA,"Andrena tsingtauica Strand, 1915",TRUE,NA
1,"Mexalictus hondurensis Dumesh, 2013",NA,BeeBDC_TempCode_267,Mexalictus hondurensis,Halictidae,Halictinae,Mexalictus,NA,hondurensis,NA,"Dumesh, 2013",https://www.researchgate.net/profile/Sheila-Dumesh-2/publication/266969278_Revision_of_the_rare_Mesoamerican_bee_genus_Mexalictus_Hymenoptera_Halictidae_with_the_description_of_21_new_species/links/544006f90cf2fd72f99dcd02/Revision-of-the-rare-Mesoamerican-bee-genus-Mexalictus-Hymenoptera-Halictidae-with-the-description-of-21-new-species.pdf,2013,NA,DEG,NA,"Mexalictus hondurensis Dumesh, 2013",TRUE,NA
98,"Perdita boharti Portman and Griswold, 2016",NA,BeeBDC_TempCode_268,Perdita boharti,Andrenidae,Panurginae,Perdita,NA,boharti,NA,"Portman and Griswold, 2016",https://www.biotaxa.org/Zootaxa/article/view/zootaxa.4097.4.8,2016,NA,DEG,NA,"Perdita boharti Portman and Griswold, 2016",TRUE,NA
2,"Andrena rudolfae Osytshnjuk, 1986",NA,BeeBDC_TempCode_269,Andrena rudolfae,Andrenidae,Andreninae,Andrena,NA,rudolfae,NA,"Osytshnjuk, 1986",https://www.researchgate.net/profile/Maxim-Proshchalykin/publication/312494761_The_species-group_names_of_bees_Hymenoptera_Apoidea_Apiformes_described_from_Crimea_North_Caucasus_European_part_of_Russia_and_Ural_Part_II_Families_Andrenidae_and_Megachilidae/links/587f0b2508aed3826af466ca/The-species-group-names-of-bees-Hymenoptera-Apoidea-Apiformes-described-from-Crimea-North-Caucasus-European-part-of-Russia-and-Ural-Part-II-Families-Andrenidae-and-Megachilidae.pdf,2017,NA,DEG,NA,"Andrena rudolfae Osytshnjuk, 1986",TRUE,NA
7,"Lestrimelitta galvisi Guevara, Gonzalez and Ospina, 2020",NA,BeeBDC_TempCode_270,Lestrimelitta galvisi,Apidae,Apinae,Lestrimelitta,NA,galvisi,NA,"Guevara, Gonzalez and Ospina, 2020",http://www.scielo.org.co/pdf/cal/v42n1/0366-5232-cal-42-01-17.pdf,2020,NA,DEG,NA,"Lestrimelitta galvisi Guevara, Gonzalez and Ospina, 2020",TRUE,NA
1,"Tetralonioidella damenglongensis Niu and Zhu, 2017",NA,BeeBDC_TempCode_271,Tetralonioidella damenglongensis,Apidae,Apinae,Tetralonioidella,NA,damenglongensis,NA,"Niu and Zhu, 2017",10.11865/zs.201718,2017,NA,DEG,NA,"Tetralonioidella damenglongensis Niu and Zhu, 2017",TRUE,NA
9,"Brachyglossula ancasti Roig-Alsina and Schlumpberger, 2008",NA,BeeBDC_TempCode_273,Brachyglossula ancasti,Colletidae,Neopasiphaeinae,Brachyglossula,NA,ancasti,NA,"Roig-Alsina and Schlumpberger, 2008",https://doi.org/10.2317/JKES-706.19.1,2008,NA,DEG,NA,"Brachyglossula ancasti Roig-Alsina and Schlumpberger, 2008",TRUE,NA
1,"Lasioglossum furunculum Gibbs, 2011",NA,BeeBDC_TempCode_274,Lasioglossum furunculum,Halictidae,Halictinae,Lasioglossum,NA,furunculum,NA,"Gibbs, 2011",https://journal.lib.uoguelph.ca/index.php/eso/article/view/3692,2015,NA,DEG,NA,"Lasioglossum furunculum Gibbs, 2011",TRUE,NA
1,"Andrena tatjanae Osytshnjuk, 1995",NA,BeeBDC_TempCode_275,Andrena tatjanae,Andrenidae,Andreninae,Andrena,NA,tatjanae,NA,"Osytshnjuk, 1995",https://kmkjournals.com/upload/PDF/EEJ/13/EEJ13_5_481_488_Proshalykin.pdf,2014,NA,DEG,NA,"Andrena tatjanae Osytshnjuk, 1995",TRUE,NA
1,"Andrena nasipolita Strand, 1913",NA,BeeBDC_TempCode_276,Andrena nasipolita,Andrenidae,Andreninae,Andrena,NA,nasipolita,NA,"Strand, 1913",https://doi.org/10.5109/2626,1998,NA,DEG,NA,"Andrena nasipolita Strand, 1913",TRUE,NA
1,"Augochloropsis perimede (Schrottky, 1908)",NA,BeeBDC_TempCode_277,Augochloropsis perimede,Halictidae,Halictinae,Augochloropsis,NA,perimede,NA,"(Schrottky, 1908)",https://www.researchgate.net/profile/Bolivar-Rafael-Garcete-Barrett/publication/231181706_Curt_Schrottky_1874-1937_South_American_entomology_at_the_beginning_of_the_20th_century_Hymenoptera_Lepidoptera_Diptera/links/0fcfd5064cf7424d32000000/Curt-Schrottky-1874-1937-South-American-entomology-at-the-beginning-of-the-20th-century-Hymenoptera-Lepidoptera-Diptera.pdf,1908,NA,DEG,NA,"Augochloropsis perimede (Schrottky, 1908)",TRUE,NA
1,"Ceratina loa Strand, 1912",NA,BeeBDC_TempCode_278,Ceratina loa,Apidae,Xylocopinae,Ceratina,NA,loa,NA,"Strand, 1912",https://www.biodiversitylibrary.org/page/56375780#page/412/mode/1up,1912,NA,DEG,NA,"Ceratina loa Strand, 1912",TRUE,NA
4,"Ceratina fioreseana Oliveira, 2020",NA,BeeBDC_TempCode_279,Ceratina fioreseana,Apidae,Xylocopinae,Ceratina,NA,fioreseana,NA,"Oliveira, 2020",10.3897/zookeys.1006.57599,2020,NA,DEG,NA,"Ceratina fioreseana Oliveira, 2020",TRUE,NA
14,"Nomada chacoana Roig-Alsina, 2009",NA,BeeBDC_TempCode_280,Nomada chacoana,Apidae,Nomadinae,Nomada,NA,chacoana,NA,"Roig-Alsina, 2009",http://www.scielo.org.ar/scielo.php?pid=S1853-04002009000200008&script=sci_arttext&tlng=pt,2009,NA,DEG,NA,"Nomada chacoana Roig-Alsina, 2009",TRUE,NA
8,"Andrena gasparella Patiny, 1998",NA,BeeBDC_TempCode_281,Andrena gasparella,Andrenidae,Andreninae,Andrena,NA,gasparella,NA,"Patiny, 1998",https://doi.org/10.5852/ejt.2022.843.1947�,2022,NA,DEG,NA,"Andrena gasparella Patiny, 1998",TRUE,NA
3,"Colletes pampeanus Ferrari, 2019",NA,BeeBDC_TempCode_283,Colletes pampeanus,Colletidae,Colletinae,Colletes,NA,pampeanus,NA,"Ferrari, 2019",https://www.mapress.com/zt/article/view/zootaxa.4606.1.1,2019,NA,DEG,NA,"Colletes pampeanus Ferrari, 2019",TRUE,NA
2,"Tetralonioidella longqiensis Niu and Zhu, 2017",NA,BeeBDC_TempCode_284,Tetralonioidella longqiensis,Apidae,Apinae,Tetralonioidella,NA,longqiensis,NA,"Niu and Zhu, 2017",10.11865/zs.201718,2017,NA,DEG,NA,"Tetralonioidella longqiensis Niu and Zhu, 2017",TRUE,NA
20,"Peponapis parkeri Ayala and Griswold, 2012",NA,BeeBDC_TempCode_286,Peponapis parkeri,Apidae,Apinae,Peponapis,NA,parkeri,NA,"Ayala and Griswold, 2012",https://www.scielo.org.mx/scielo.php?pid=S1870-34532012000200010&script=sci_arttext,2012,NA,DEG,NA,"Peponapis parkeri Ayala and Griswold, 2012",TRUE,NA
35,"Lisotrigona chandrai Viraktamath and Sajan Jose, 2017",NA,BeeBDC_TempCode_287,Lisotrigona chandrai,Apidae,Apinae,Lisotrigona,NA,chandrai,NA,"Viraktamath and Sajan Jose, 2017",https://www.researchgate.net/profile/Shashidhar-Viraktamath/publication/343574945_TWO_NEW_SPECIES_OF_LISOTRIGONA_MOURE_HYMENOPTERA_APIDAE_MELIPONINI_FROM_INDIA_WITH_NOTES_ON_NEST_STRUCTURE/links/5f325c02458515b72915687b/TWO-NEW-SPECIES-OF-LISOTRIGONA-MOURE-HYMENOPTERA-APIDAE-MELIPONINI-FROM-INDIA-WITH-NOTES-ON-NEST-STRUCTURE.pdf,2017,NA,DEG,NA,"Lisotrigona chandrai Viraktamath and Sajan Jose, 2017",TRUE,NA
1,"Andrena metuoensis Xu and Tadauchi, 2001",NA,BeeBDC_TempCode_288,Andrena metuoensis,Andrenidae,Andreninae,Andrena,NA,metuoensis,NA,"Xu and Tadauchi, 2001",https://doi.org/10.5109/2654,2001,NA,DEG,NA,"Andrena metuoensis Xu and Tadauchi, 2001",TRUE,NA
1,"Ammobates dusmeti Popov, 1951",NA,BeeBDC_TempCode_289,Ammobates dusmeti,Apidae,Nomadinae,Ammobates,NA,dusmeti,NA,"Popov, 1951",https://www.iucnredlist.org/species/19198593/21145031#population,2013,The only pop estimate I can see comes from the IUCN listing  under the population tab. Not super clear if this was one individual or one occurance record from population descirption.,AMG,NA,"Ammobates dusmeti Popov, 1951",TRUE,NA
2,"Lasioglossum adriani Genaro, 2001",NA,BeeBDC_TempCode_290,Lasioglossum adriani,Halictidae,Halictinae,Lasioglossum,NA,adriani,NA,"Genaro, 2001",https://www.researchgate.net/publication/242410158,2001,"Cuba type specimen. Collector A, Gonzalez Aug 2000, Sierra de Gabino, Sierra de Guane, Pinar del Río, Cuba. Paper is Spanish, not sure if theer is a number of individuals caught any where in the paper",AMG,"title of paper (only pdf) Genaro, J.A., 2001. Tres especies nuevas del género Lasioglossum (Dialictus), grupo Habralictellus para Cuba (Hymenoptera: Halictidae). Solenodon, 1, pp.38-44.","Lasioglossum adriani Genaro, 2001",TRUE,NA
1,"Nomioides abudhabiensis Pesenko and Pauly, 2009",NA,BeeBDC_TempCode_291,Nomioides abudhabiensis,Halictidae,Halictinae,Nomioides,NA,abudhabiensis,NA,"Pesenko and Pauly, 2009",NA,2009,Couldn’t see anywhere in the paper that mentions the number observed,AMG,"Pesenko, Y.A. and Pauly, A., 2009. A contribution to the fauna of the Nomioidine bees of the Arabian Peninsula (Hymenoptera: Halictidae). Fauna of Arabia, 24, pp.217-236.","Nomioides abudhabiensis Pesenko and Pauly, 2009",TRUE,NA
1,"Austronomia petterssoni Pauly, 1991",NA,BeeBDC_TempCode_293,Austronomia petterssoni,Halictidae,NA,Austronomia,NA,petterssoni,NA,"Pauly, 1991",https://doi.org/10.1080/21686351.1991.12277639,1991,NA,AMG,CLASSIFICATION DES HALICTIDAE DE MADAGASCAR II. NOMIINAE (HYMENOPTERA : APOIDEA),"Austronomia petterssoni Pauly, 1991",TRUE,NA
1,"Nomada pyrgosica Schwarz and Smit, 2018",NA,BeeBDC_TempCode_295,Nomada pyrgosica,Apidae,Nomadinae,Nomada,NA,pyrgosica,NA,"Schwarz and Smit, 2018",https://www.mapress.com/zt/article/view/zootaxa.5327.1.1,2023,NA,AMG,"Holotype female, Only cited in DOI:10.11646/zootaxa.5327.1.1","Nomada pyrgosica Schwarz and Smit, 2018",TRUE,NA
1,"Systropha martiali Patiny and Michez, 2007",NA,BeeBDC_TempCode_296,Systropha martiali,Halictidae,Rophitinae,Systropha,NA,martiali,NA,"Patiny and Michez, 2007","Patiny, S. and Michez, D., 2007. New insights on the distribution and floral choices of Systropha Illiger, 1806 in Africa (Hymenoptera, Apoidea), with description of a new species from Sudan. Zootaxa, 1461(1), pp.59-68.",2007,NA,AMG,1 male,"Systropha martiali Patiny and Michez, 2007",TRUE,NA
1,"Colletes pseudomirabilis Kuhlmann and Proshchalykin, 2014",NA,BeeBDC_TempCode_297,Colletes pseudomirabilis,Colletidae,Colletinae,Colletes,NA,pseudomirabilis,NA,"Kuhlmann and Proshchalykin, 2014","Kuhlmann, M. and Proshchalykin, M.Y., 2014. New and little known bees of the genus Colletes Latreille 1802 (Hymenoptera: Colletidae) from Central Asia. Zootaxa, 3846(4), pp.591-596.",2014,NA,AMG,1 male holotype,"Colletes pseudomirabilis Kuhlmann and Proshchalykin, 2014",TRUE,NA
1,"Megachile atahualpa Schrottky, 1913",NA,BeeBDC_TempCode_298,Megachile atahualpa,Megachilidae,Megachilinae,Megachile,NA,atahualpa,NA,"Schrottky, 1913",DOI:10.11646/zootaxa.2282.1.1,2009,NA,AMG,"1 female. Rasmussen, Claus & Garcete Barrett, Bolívar Rafael & Gonçalves, Rodrigo. (2009). Curt Schrottky (1874–1937): South American entomology at the beginning of the 20th century (Hymenoptera, Lepidoptera, Diptera). Zootaxa. 2282. 1-50. 10.11646/zootaxa.2282.1.1.","Megachile atahualpa Schrottky, 1913",TRUE,NA
2,"Hypanthidioides nigripes_homonym (Urban, 1996)",NA,BeeBDC_TempCode_299,Hypanthidioides nigripes_homonym,Megachilidae,Megachilinae,Hypanthidioides,NA,nigripes,NA,"(Urban, 1996)",https://doi.org/10.1590/S0101-81751996000100011,1996,NA,AMG,Paper in Portuguese but also the species name in the paper seems to be Mielkeanlhidium nigripes. It also refers to Megchilidae as well,"Hypanthidioides nigripes_homonym (Urban, 1996)",TRUE,NA
5,"Hylaeus nigricollis Morawitz, 1876",NA,BeeBDC_TempCode_300,Hylaeus nigricollis,Colletidae,Hylaeinae,Hylaeus,NA,nigricollis,NA,"Morawitz, 1876",DOI: 10.11646/ZOOTAXA.4227.1.1,2017,NA,AMG,Don’t consider the synonym Hylaeus nigricollis with H. distingguendas to be correct. 5 bees in total from description but look to be from different people.  P29,"Hylaeus nigricollis Morawitz, 1876",TRUE,NA
3,"Eucera odontophora Kohl, 1906",NA,BeeBDC_TempCode_303,Eucera odontophora,Apidae,Apinae,Eucera,NA,odontophora,NA,"Kohl, 1906",https://www.biodiversitylibrary.org/item/246320#page/227/mode/1up,1907,NA,AMG,"Ferdinand Kohl, South Arabia. PDF on James' hardrive found in Biodiversity Heritage Library","Eucera odontophora Kohl, 1906",TRUE,NA
1,"Lasioglossum papuarum (Cockerell, 1910)",NA,BeeBDC_TempCode_304,Lasioglossum papuarum,Halictidae,Halictinae,Lasioglossum,NA,papuarum,NA,"(Cockerell, 1910)",https://www.biodiversitylibrary.org/page/10444763#page/269/mode/1up ,1910,NA,AMG,"Page 235, Theodore Cockerell 1 female. Biodiversity Heritage Library","Lasioglossum papuarum (Cockerell, 1910)",TRUE,NA
1,"Megachile futilis Mitchell, 1930",NA,BeeBDC_TempCode_305,Megachile futilis,Megachilidae,Megachilinae,Megachile,NA,futilis,NA,"Mitchell, 1930",https://www.jstor.org/stable/25077245?casa_token=FplNeA_lmo0AAAAA%3A6fr6v8rWzR1l5wVOgE5euAEIpaVxrWcczWPyuiegHiDRQbBc0c_ofAOEqEqpNE6zm6GXoM5gkxPQUP3RfIFAW5qHbkbpErAZ2XKUDwpPHEsz3Ib9dfo&seq=15,1930,NA,AMG,NA,"Megachile futilis Mitchell, 1930",TRUE,NA
1,"Lasioglossum luridipes (Vachal, 1892)",NA,BeeBDC_TempCode_306,Lasioglossum luridipes,Halictidae,Halictinae,Lasioglossum,NA,luridipes,NA,"(Vachal, 1892)",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,AMG,Female page 34 of document,"Lasioglossum luridipes (Vachal, 1892)",TRUE,NA
1,"Lasioglossum gorgasi (Cockerell, 1928)",NA,BeeBDC_TempCode_307,Lasioglossum gorgasi,Halictidae,Halictinae,Lasioglossum,NA,gorgasi,NA,"(Cockerell, 1928)",https://www.biodiversitylibrary.org/page/50893846#page/483/mode/1up,1928,NA,AMG,Female,"Lasioglossum gorgasi (Cockerell, 1928)",TRUE,NA
4,"Augochlora ectasis (Vachal, 1911)",NA,BeeBDC_TempCode_308,Augochlora ectasis,Halictidae,Halictinae,Augochlora,NA,ectasis,NA,"(Vachal, 1911)",https://www.researchgate.net/publication/268383578_Joseph_Vachal_1838-1911_French_entomologist_and_politician,2012,NA,AMG,"4 females, not sure if the description is good enough though. Looks like a summary.","Augochlora ectasis (Vachal, 1911)",TRUE,NA
2,"Colletes ravulus Noskiewicz, 1936",NA,BeeBDC_TempCode_309,Colletes ravulus,Colletidae,Colletinae,Colletes,NA,ravulus,NA,"Noskiewicz, 1936",https://sci-hub.se/10.11646/zootaxa.3949.3.2,2015,NA,AMG,"2 different locations, Mongolia and Russia","Colletes ravulus Noskiewicz, 1936",TRUE,NA
3,"Xylocopa fortuita Melo, 2017",NA,BeeBDC_TempCode_310,Xylocopa fortuita,Apidae,Xylocopinae,Xylocopa,NA,fortuita,NA,"Melo, 2017",https://www.tandfonline.com/doi/epdf/10.1080/00222933.2016.1272724?needAccess=true,2017,NA,AMG,"1 female holotype, 1 female paratype 1 male ""variation""?","Xylocopa fortuita Melo, 2017",TRUE,NA
2,"Megalopta xavante Santos and Melo, 2014",NA,BeeBDC_TempCode_311,Megalopta xavante,Halictidae,Halictinae,Megalopta,NA,xavante,NA,"Santos and Melo, 2014",https://www.tandfonline.com/doi/epdf/10.1080/00222933.2014.946106?needAccess=true,2015,NA,AMG,male and female,"Megalopta xavante Santos and Melo, 2014",TRUE,NA
